"Area status","Region","Title","Details","Criteria","Qualifying Species","Supporting Species","jurisdiction"
"IMMA","South East Tropical and Temperate Pacific Ocean","Almirante Montt Gulf IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/almirante-montt-gulf-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C1, D1","Cephalorhynchus eutropia, Mirounga leonina","Arctocephalus australis, Cephalorhynchus commersonii, Hydrurga leptonyx, Lagenorhynchus australis, Lagenorhynchus obscurus, Otaria byronia, Megaptera novaeangliae","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Carnegie Ridge, Galapagos to Mainland IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/carnegie-ridge-galapagos-to-mainland-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C2, C3","Balaenoptera musculus, Physeter macrocephalus","Balaenoptera edeni, Delphinus delphis, Megaptera novaeangliae, Mesoplodon peruvianus, Orcinus orca, Pseudorca crassidens, Stenella attenuata","Chile, Ecuador, Areas Beyond National Jurisdiction"
"IMMA","South East Tropical and Temperate Pacific Ocean","Continental Shelf of the Northern Humboldt Current IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/continental-shelf-of-the-northern-humboldt-current-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C2, D1","Lagenorhynchus obscurus, Phocoena spinipinnis","Otaria byronia, Lontra felina, Delphinus delphis, Tursiops truncatus, Megaptera novaeangliae, Grampus griseus, Mesoplodon peruvianus","Peru"
"IMMA","South East Tropical and Temperate Pacific Ocean","San Jose Canyon and Adjacent Shelf IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/san-jose-canyon-and-adjacent-shelf-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2, C3","Megaptera novaeangliae, Stenella attenuata, Stenella longirostris, Tursiops truncatus","Delphinus delphis, Grampus griseus, Orcinus orca, Pseudorca crassidens, Steno bredanensis, Balaenoptera edeni","Guatemala"
"IMMA","South East Tropical and Temperate Pacific Ocean","Cobquecura-Itata IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cobquecura-itata-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2","Otaria byronia, Cephalorhynchus eutropia","Lontra felina, Phocoena spinipinnis, Balaenoptera borealis, Orcinus orca, Megaptera novaeangliae, Eubalaena australis","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Laguna San Rafael IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/laguna-san-rafael-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, D1","Cephalorhynchus eutropia, Hydrurga leptonyx, Mirounga leonina","Lagenorhynchus australis, Phocoena spinipinnis, Balaenoptera borealis, Otaria byronia, Lontra provocax","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Magdalena-Puyuhuapi IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/magdalena-puyuhuapi-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2","Cephalorhynchus eutropia, Lagenorhynchus australis","Phocoena spinipinnis, Tursiops truncatus, Orcinus orca, Otaria byronia, Lontra provocax","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","San Juan del Sur-Papagayo IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/san-juan-del-sur-papagayo-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C3","Megaptera novaeangliae","Balaenoptera edeni, Pseudorca crassidens, Steno bredanensis, Stenella attenuata, Tursiops truncatus","Nicaragua, Costa Rica"
"IMMA","South East Tropical and Temperate Pacific Ocean","Humboldt Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/humboldt-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2, D2","Balaenoptera physalus, Megaptera novaeangliae, Balaenoptera musculus, Tursiops truncatus, Otaria byronia, Arctocephalus australis, Lontra felina, Physeter macrocephalus","Delphinus delphis, Grampus griseus, Lagenorhynchus obscurus, Mirounga leonina","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Gulf of Arauco IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-arauco-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2","Cephalorhynchus eutropia, Lontra felina, Otaria byronia, Arctocephalus australis","Eubalaena australis, Phocoena spinipinnis, Mirounga leonina, Balaenoptera borealis","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Central Magellan Strait IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/central-magellan-strait-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Balaenoptera borealis, Lagenorhynchus australis","Orcinus orca, Megaptera novaeangliae, Cephalorhynchus eutropia, Phocoena spinipinnis","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Pitipalena Anihue IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/pitipalena-anihue-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2","Cephalorhynchus eutropia, Lagenorhynchus australis","Otaria byronia, Arctocephalus australis, Lontra felina, Lontra provocax","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Almirantazgo Sound IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/almirantazgo-sound-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C1","Cephalorhynchus commersonii, Mirounga leonina, Hydrurga leptonyx","Lagenorhynchus australis, Orcinus orca, Cephalorhynchus eutropia","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Chiloe Interior IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/chiloe-interior-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1","Cephalorhynchus eutropia, Lagenorhynchus australis, Phocoena spinipinnis","Otaria byronia, Lontra felina, Lontra provocax","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Gulf of Chiriqui IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-chiriqui-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2","Megaptera novaeangliae, Stenella attenuata, Tursiops truncatus","Pseudorca crassidens, Orcinus orca, Balaenoptera edeni","Panama"
"IMMA","South East Tropical and Temperate Pacific Ocean","Gulf of Penas IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-penas-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Eubalaena australis, Balaenoptera borealis","Cephalorhynchus eutropia, Lagenorhynchus australis, Phocoena spinipinnis","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Gulf of Panama IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-panama-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","C1, C2","Megaptera novaeangliae, Stenella attenuata, Tursiops truncatus","Pseudorca crassidens, Balaenoptera edeni","Panama"
"IMMA","South East Tropical and Temperate Pacific Ocean","Gulfo Dulce IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/golfo-dulce-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C1","Megaptera novaeangliae, Stenella attenuata, Tursiops truncatus","Pseudorca crassidens, Steno bredanensis","Costa Rica"
"IMMA","South East Tropical and Temperate Pacific Ocean","Papudo-Maitencillo IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/papudo-maitencillo-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2","Lontra felina","Grampus griseus, Otaria byronia","Chile"
"IMMA","South West Atlantic Ocean","Fernando de Noronha IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/fernando-de-noronha-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1","Stenella longirostris","Stenella clymene, Stenella coeruleoalba, Stenella frontalis, Tursiops truncatus, Ziphius cavirostris ,Peponocephala electra, Megaptera novaeangliae, Stenella attenuata, Globicephala macrorhynchus","Brazil"
"IMMA","South West Atlantic Ocean","North-east Falklands (Malvinas) Right Whale Wintering Area IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/north-east-falklands-malvinas-right-whale-wintering-area-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1","Eubalaena australis","Balaenoptera borealis, Lagenorhynchus australis, Cephalorhynchus commersonii, Orcinus orca, Megaptera novaeangliae, Balaenoptera acutorostrata, Balaenoptera bonaerensis, Arctocephalus australis, Otaria byronia","Falkland Islands (Malvines) - United Kingdom"
"IMMA","South West Atlantic Ocean","Beagle Channel - Cape Horn IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/beagle-channel-to-cape-horn-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, B2 ,C2, D2","Lagenorhynchus australis, Lagenorhynchus obscurus, Phocoena spinipinnis, Otaria byronia, Arctocephalus australis, Megaptera novaeangliae, Orcinus orca, Balaenoptera borealis, Balaenoptera bonaerensis, Balaenoptera acutorostrata, Hydrurga leptonyx","Orcinus orca, Eubalaena australis, Lagenorhynchus cruciger, Phocoena dioptrica, Mirounga leonina, Lontra felina, Cephalorhynchus eutropia, Globicephala melas edwardi","Argentina, Chile"
"IMMA","South West Atlantic Ocean","San Jorge Gulf IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/san-jorge-gulf-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, C3, D2","Cephalorhynchus commersonii, Lagenorhynchus australis, Lagenorhynchus obscurus, Orcinus orca, Grampus griseus, Tursiops truncatus truncatus, Tursiops truncatus gephyreus, Eubalaena australis, Balaenoptera borealis, Megaptera novaeangliae, Arctocephalus australis, Otaria byronia","Mirounga leonina, Delphinus delphis, Balaenoptera physalus, Balaenoptera acutorostrata, Balaenoptera bonaerensis, Balaenoptera musculus, Physeter macrocephalus","Argentina"
"IMMA","South West Atlantic Ocean","Commerson's Dolphin Habitat Network IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/commersons-dolphin-habitat-network-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, D1","Cephalorhynchus commersonii, Tursiops truncatus gephyreus","Tursiops truncatus truncatus, Lagenorhynchus australis, Orcinus orca, Eubalaena australis, Otaria byronia, Arctocephalus australis","Argentina"
"IMMA","South West Atlantic Ocean","Southwest Atlantic Subtropical Continental Slope and Canyons System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southwest-atlantic-subtropical-continental-slope-and-canyons-system-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D2","Physeter macrocephalus, Globicephala melas edwardii, Tursiops truncatus, Stenella frontalis, Delphinus delphis, Grampus griseus, Orcinus orca, Balaenoptera borealis, Arctocephalus australis","Stenella coeruleoalba, Balaenoptera acutorostrata, Balaenoptera bonaerensis, Megaptera novaeangliae, Stenella longirostris","Brazil, Uruguay, Argentina, Areas Beyond National Jurisdiction"
"IMMA","South West Atlantic Ocean","Marine Mammal Coastal Corridor in Northern Argentina IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/marine-mammal-coastal-corridor-in-northern-argentina-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2, C3, D1, D2","Pontoporia blainvillei, Tursiops truncatus gephyreus, Tursiops truncatus truncatus, Eubalaena australis, Otaria byronia, Arctocephalus australis, Megaptera novaeangliae, Delphinus delphis","Lagenorhynchus obscurus, Mirounga leonina, Phocoena spinipinnis, Orcinus orca, Lagenorhynchus obscurus","Argentina, Uruguay"
"IMMA","South West Atlantic Ocean","Northern Rio de Janeiro IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-rio-de-janeiro-immaNULL"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, D1","Pontoporia blainvillei","Sotalia guianensis, Steno bredanensis, Tursiops truncatus truncatus, Megaptera novaeangliae, Eubalaena australis","Brazil"
"IMMA","South West Atlantic Ocean","Laje de Santos - Ilha Grande IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/laje-de-santos-ilha-grande-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, C3, D2","Pontoporia blainvillei, Sotalia guianensis, Stenella frontalis, Steno bredanensis, Tursiops truncatus, Megaptera novaeangliae, Balaenoptera edeni, Eubalaena australis","Delphinus delphis, Orcinus orca, Balaenoptera acutorostrata, Balaenoptera physalus","Brazil"
"IMMA","South West Atlantic Ocean","Northeast of Santa Cruz Province IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northeast-of-santa-cruz-province-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, D1","Arctocephalus australis, Otaria byronia, Cephalorhynchus commersonii commersonii, Cephalorhynchus eutropia","Orcinus orca, Eubalaena australis, Lagenorhynchus australis, Mirounga leonina","Argentina"
"IMMA","South West Atlantic Ocean","São Pedro and São Paulo Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/sao-pedro-and-sao-paulo-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, D1","Tursiops truncatus","Physeter macrocephalus, Orcinus orca, Ziphius cavirostris, Megaptera novaeangliae","Brazil"
"IMMA","South West Atlantic Ocean","Northern Espírito Santo Coastal Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-espirito-santo-coastal-waters-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Pontoporia blainvillei","Sotalia guianensis, Steno bredanensis, Tursiops truncatus, Megaptera novaeangliae","Brazil"
"IMMA","South West Atlantic Ocean","Northeastern Brazil Antarctic Minke Whale Breeding Habitat IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northeastern-brazil-antarctic-minke-whale-breeding-habitat-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, D1, D2","Balaenoptera bonaerensis, Balaenoptera borealis, Balaenoptera edeni, Megaptera novaeangliae, Physeter macrocephalus, Stenella attenuata, Stenella clymene, Stenella longirostris","Tursiops truncatus, Globicephala macrorhynchus, Peponocephala electra","Brazil"
"IMMA","South West Atlantic Ocean","Coral Coast IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/coral-coast-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2","Trichechus manatus","Sotalia guianensis, Tursiops truncatus, Megaptera novaeangliae","Brazil"
"IMMA","South West Atlantic Ocean","Northern Patagonian Gulfs and Valdes Front IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-patagonian-gulfs-and-valdes-front-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D2","Otaria byronia, Mirounga leonina, Eubalaena australis, Lagenorhynchus obscurus, Delphinus delphis, Orcinus orca, Tursiops truncatus truncatus, Tursiops truncatus gephyreus, Arctocephalus australis","Cephalorhynchus commersonii, Phocoena spinipinnis","Argentina"
