species_name,common_name,scientific_name,event_month,latitude,longitude,individual_count,IUCN_Red_List_status
Bowhead,Bowhead,Balaena Mysticetus,2012-08,79.5,50.0,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2017-06,80.311508,54.810083,7.5,LC
Bowhead,Bowhead,Balaena Mysticetus,2017-06,79.998846,47.449725,2.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2017-07,80.427667,13.578167,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2017-08,80.0165535,48.7080395,19.5,LC
Bowhead,Bowhead,Balaena Mysticetus,2017-08,80.094642,53.441013,7.5,LC
Bowhead,Bowhead,Balaena Mysticetus,2018-08,72.025867,-93.240713,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2018-09,72.06461,-93.386536,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-05,75.445935,-9.858352,4.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-06,79.83954299999999,8.9192785,5.5,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-07,80.264407,57.20412,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-07,70.45,-179.2,2.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-07,80.1012,8.76845,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-08,80.080597,57.29711,4.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-08,80.5269,10.863333,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-08,80.06902,48.977293,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-08,78.526438,24.748535,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2019-09,70.221653,-127.120108,2.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2022-05,72.990483,-11.733398,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2022-06,81.26,12.09,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2022-06,78.12,0.122222,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2022-07,71.910093,-93.804581,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2022-08,69.699167,-139.051017,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2022-08,71.693909,-75.29903,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2023-06,74.850828,-6.16951,2.5,LC
Bowhead,Bowhead,Balaena Mysticetus,2023-08,71.045194,-128.759766,4.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2023-08,73.859943,-90.31311,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2023-08,76.52,-74.17,2.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2023-09,71.947,-94.298,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2024-08,70.265,-127.204667,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2024-08,70.402512,-138.163147,5.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2005-04,47.241005,-52.806801,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2016-05,69.23624349999999,-53.49460933333333,13.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2016-06,69.23531133333334,-53.578633,3.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2022-08,69.65,-67.46,1.0,LC
Bowhead,Bowhead,Balaena Mysticetus,2023-09,66.960833,-62.6735,2.5,LC
Bowhead,Bowhead,Balaena Mysticetus,2024-03,57.05254,-135.57904,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2012-07,66.1,-17.5,1.5,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-07,79.677355,13.696482,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-08,79.685955,13.408813,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-06,66.1205,-17.4724,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-07,79.964,10.783333,3.5,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-08,79.274725,44.236987,6.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-08,77.617709,19.973145,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-06,66.13070933333333,-17.522576333333333,3.5,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-07,66.09528166666666,-17.481587666666666,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-06,66.1,-17.5,3.5,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-06,78.14483,14.097224,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-07,78.723963,14.587122333333333,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-07,77.943095,18.614273,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-08,79.0954405,11.6394525,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-08,65.900588,-18.214132,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-08,75.162925,-7.231933,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-08,78.273699,14.806458,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-10,66.1,-17.5,1.5,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-09,66.081892,-17.551167,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-05,65.697726,-18.067017,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-06,79.44381766666667,12.173748333333334,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-06,66.224252,-18.881274,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-07,78.540452,16.342163,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-08,79.579542,18.556408,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-04,66.076667,-17.55,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-05,70.389607,31.166621,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-06,78.65505,16.8768,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,69.791445,30.791575,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,78.428818,17.190857,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-10,65.866083,-18.1604,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-05,65.796656,-18.102685,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-06,79.568251,17.917975,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-06,78.963776,11.962314,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-07,65.95396550000001,-18.3073425,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,65.874637,-18.244171,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-09,67.88862,-19.92379,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2006-08,57.679195,-3.962728,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2007-06,57.713257,-6.971292,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2009-08,57.785928,-6.279583,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2010-08,41.907633,-70.323272,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2010-08,47.390549500000006,-53.130144,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2010-08,57.612079,-6.169346,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2011-08,57.843147,-6.329129,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2012-06,64.074283,-22.605803,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2012-07,42.3,-70.3,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2012-08,64.074283,-22.605803,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2013-07,57.791095999999996,-5.955552,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2014-09,57.704682,-6.007199,9.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-08,57.74214875,-6.002184,8.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-09,57.69536,-6.083022,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-11,28.4,-16.16,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-04,37.729,-25.673,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-07,64.172133,-22.082108,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-08,47.292574,-52.76621,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-08,64.245648,-22.164702,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-08,57.613535999999996,-6.6365865,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-03,48.309919,-69.420376,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-06,64.233611,-22.216389,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-07,56.907868666666666,-6.648359333333333,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-09,48.217153,-69.557533,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-06,42.365647,-70.227356,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-06,60.118875,-1.022821,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-07,42.6223645,-70.5093605,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-07,51.442346,-9.302673,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-09,57.67831,-3.950727,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-06,42.253602,-70.435345,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-07,42.350266,-70.3373,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-07,57.6833285,-3.9276175,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-08,42.297571,-70.382774,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-08,57.685838,-3.891722,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-09,69.188595,-51.189816,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-06,46.659472,-61.00821,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-07,57.669158,-3.983457,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-08,40.922603,-73.740203,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-05,38.495000000000005,-74.205,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-05,64.937009,-23.670353,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-07,52.2312455,-10.378046,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-08,48.270491,-69.466289,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-09,48.285080130434785,-69.44376217391304,23.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-07,45.094353,-66.9827,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-07,37.028044,-8.236189,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-08,51.506534,-9.169877,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-09,44.559671,-66.772078,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-09,58.347918500000006,-62.8639455,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-09,58.043993,-6.015981,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-10,64.174099,-22.041295,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-10,70.059188,20.905432,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-05,51.47842720000001,-9.285035400000002,5.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-05,57.635644,-3.930463,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-05,71.780812,23.847656,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-06,70.986903,25.33905,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,42.9210035,-70.00658250000001,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,44.51215,-66.58054,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,68.127487,14.584351,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-08,40.489741,-73.918762,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-08,42.110464,-70.145328,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-08,65.616485,-24.099609,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-08,57.659693,-3.981436,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-09,47.883197,-69.790649,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-09,44.575,-66.591,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-09,64.17,-22.32,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-10,47.535353,-53.574042,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-11,70.07154,21.001605,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-04,64.190276,-22.263794,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-05,38.329317,-28.050417,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-05,63.388986,-19.627594,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-06,47.231226,-52.808876,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-06,57.69,-4.08,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-06,64.17,-22.32,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-07,48.253362,-69.488783,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-07,45.41,-61.21,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-07,47.20711275,-52.816515125,8.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,42.0980685,-70.18543550000001,4.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,47.242318,-52.823124,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,64.028893,-16.181525,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,57.687574999999995,-3.9072505,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,54.568642,-0.7834335,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-09,43.6602925,-69.727357,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-09,48.137122,-69.662648,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,1996-09,58.916763,-152.217623,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2013-06,48.5,144.65,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2013-08,48.548234,-122.987781,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-07,33.405078,-118.321595,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-09,48.678947,-123.162339,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-09,33.349333,-118.323717,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-05,33.6857,-118.3006,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-07,33.6869,-118.4174,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-08,33.5565,-117.9182,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-10,33.51076866666667,-117.89336200000001,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-04,33.629142,-118.292542,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-06,33.682251,-118.310944,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-07,33.731992,-118.506775,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-08,33.5336444,-118.13234700000001,5.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-08,56.97,-135.54,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-09,33.56423766666666,-118.11691333333333,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-10,33.562156,-118.039883,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-04,48.290017,-123.043481,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-06,33.556,-118.106,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-07,57.037002,-135.361891,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-07,37.858095,-122.654457,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-07,33.76252866666667,-118.401864,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-10,37.713668,-122.535667,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-06,57.158745,-135.597916,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-08,38.324303,-123.082108,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-03,36.813067,-122.011771,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-06,33.9100765,-118.686811,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-07,48.27287,-122.99062,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-07,33.94872,-118.7408495,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-08,48.190129999999996,-123.33696499999999,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-09,33.8591505,-118.6736325,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-04,36.626545,-121.910758,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-05,48.340854,-122.850973,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-05,33.257022,-117.898496,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-08,59.777328,-149.491611,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-08,34.07768325,-119.25312125,4.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-01,33.691107,-118.223652,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-03,33.479219,-118.035736,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-03,25.84225,-111.269317,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-05,52.886321,-128.519536,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-05,43.966367,145.163069,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-06,48.328894,-123.067678,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-06,33.253333,-117.905556,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-06,43.982088,145.1864815,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-07,48.497014,-122.774105,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-07,35.94219675,-121.3941955,4.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-08,48.420287,-123.0019,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-10,33.403583,-117.794765,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2022-10,36.793995,-121.846762,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-06,50.607573,-126.854553,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-06,33.588665,-118.3454785,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-06,57.102076,-135.414476,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,57.084886499999996,-135.39736,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,50.60415,-126.806883,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,48.4,-123.0,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,37.831483,-122.603833,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-07,34.284311,-119.495544,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-08,36.896012,-121.980265,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-08,33.500687,-117.905178,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-10,48.518728,-122.650021,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2023-10,33.43,-117.7,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-03,33.95607,-118.829087,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-04,33.433429,-117.788544,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-07,37.0601284,-122.06786319999999,5.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,50.624005,-126.973543,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,48.30972,-123.113158,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,37.6844,-123.040283,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,33.65514881818182,-118.12339427272728,11.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-08,48.57171,165.99923,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-09,48.336148333333334,-122.92782866666668,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2024-12,33.884485999999995,-118.730943,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2025-02,34.375,-119.693,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2004-01,-63.575,-59.94,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2004-02,-64.85,-62.9,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2006-01,-64.15,-60.88,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2009-01,-64.68333333333334,-62.56,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2010-01,-64.85,-62.6,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2012-01,-67.180759,-66.474646,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2013-02,-75.0,170.0,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2014-02,-65.151814,-64.164963,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2015-02,-65.066857,-63.984852,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-03,-64.15,-60.88,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-12,-64.879342,-62.55577,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2016-12,-61.95296566666667,-55.27130866666667,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-01,-63.902,-60.79,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-02,-64.6847,-62.6111,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2017-12,-64.677194,-62.958446,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-01,-67.761196,-68.482216,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-01,-64.6061665,-62.476414000000005,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-02,-64.82,-62.85,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-10,-64.604794,-57.558016,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-11,-64.97229175,-63.678264,4.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-12,-64.628333,-62.796667,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2018-12,-62.0550145,-59.296078,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-02,-64.7682805,-62.693213,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-02,-61.090875,-54.575767,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-03,-64.95849700000001,-63.67483933333333,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-03,-64.15,-60.88,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2019-12,-65.226,-64.185,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-01,-78.53395,-164.67885,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-01,-76.25,-161.416667,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-01,-76.0717,-158.086867,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-01,-71.35,-137.5,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-01,-64.62534833333332,-62.11668366666667,3.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-02,-64.68400505882353,-62.966599235294126,17.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-02,-64.146571,-60.915774,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-02,-74.20975,165.535483,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-02,-71.29685,170.1448,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-02,-61.0,-55.0,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-03,-66.40411850000001,-66.2112215,2.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2020-03,-64.86622725,-62.6189205,4.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-11,-67.8303,-67.6485,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-11,-64.136749,-60.948029,1.0,LC
Minke Whale,Minke Whale,Balaenoptera Acutorostrata,2021-11,-65.11002,-64.029202,2.0,LC
